1.Region,2.Region,3.Country,year,type,value
America Total,N. America Sub-Total,Canada,2018,Cars,655896 
America Total,N. America Sub-Total,U.S.A.,2018,Cars,2785164 
America Total,N. America Sub-Total,Mexico,2018,Cars,1580707 
Europe Total,EU Sub-Total,Austria,2018,Cars,144500 
Europe Total,EU Sub-Total,Belgium,2018,Cars,265958 
Europe Total,EU Sub-Total,Finland,2018,Cars,112104 
Europe Total,EU Sub-Total,France,2018,Cars,1763000 
Europe Total,EU Sub-Total,Germany,2018,Cars,5120409 
Europe Total,EU Sub-Total,Italy,2018,Cars,673196 
Europe Total,EU Sub-Total,Netherlands,2018,Cars,214000 
Europe Total,EU Sub-Total,Portugal,2018,Cars,234151 
Europe Total,EU Sub-Total,Spain,2018,Cars,2239134 
Europe Total,EU Sub-Total,Sweden,2018,Cars,290000 
Europe Total,EU Sub-Total,U.K.,2018,Cars,1474741 
Europe Total,EU Sub-Total,Czech Rep.,2018,Cars,1437396 
Europe Total,EU Sub-Total,Hungary,2018,Cars,464539 
Europe Total,EU Sub-Total,Poland,2018,Cars,451600 
Europe Total,EU Sub-Total,Romania,2018,Cars,476769 
Europe Total,EU Sub-Total,Slovak Rep.,2018,Cars,1093215 
Europe Total,EU Sub-Total,Slovenia,2018,Cars,135962 
Europe Total,Other Europe Sub-Total,Russia,2018,Cars,1560218 
Europe Total,Other Europe Sub-Total,Serbia,2018,Cars,56303 
Europe Total,Other Europe Sub-Total,Ukraine,2018,Cars,5660 
Europe Total,Other Europe Sub-Total,Uzbekistan,2018,Cars,178667 
Europe Total,Other Europe Sub-Total,Others,2018,Cars,40957 
Asia Total,Asia & Pacific Sub-Total,China,2018,Cars,23529423 
Asia Total,Asia & Pacific Sub-Total,India,2018,Cars,4067737 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2018,Cars,1055763 
Asia Total,Asia & Pacific Sub-Total,Japan,2018,Cars,8359286 
Asia Total,Asia & Pacific Sub-Total,Korea,2018,Cars,3661601 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2018,Cars,522392 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2018,Cars,223481 
Asia Total,Asia & Pacific Sub-Total,Philippines,2018,Cars,40500 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2018,Cars,190052 
Asia Total,Asia & Pacific Sub-Total,Thailand,2018,Cars,877015 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2018,Cars,200284 
Asia Total,Asia & Pacific Sub-Total,Australia,2018,Cars,-
America Total,South America Sub-Total,Argentina,2018,Cars,208573 
America Total,South America Sub-Total,Brazil,2018,Cars,2387128 
America Total,South America Sub-Total,Colombia,2018,Cars,121869 
America Total,South America Sub-Total,Ecuador,2018,Cars,24000 
America Total,South America Sub-Total,Venezuela,2018,Cars,-
Asia Total,Middle East Sub-Total,Egypt,2018,Cars,58851 
Asia Total,Middle East Sub-Total,Iran,2018,Cars,891786 
Asia Total,Middle East Sub-Total,Turkey,2018,Cars,1026461 
Africa Total,Africa Sub-Total,Morocco,2018,Cars,366773 
Africa Total,Africa Sub-Total,S. Africa Rep.,2018,Cars,321722 
World Total,World Total,World Total,2018,Cars,71588943 
America Total,N. America Sub-Total,Canada,2018,CVs,1369898 
America Total,N. America Sub-Total,U.S.A.,2018,CVs,8512747 
America Total,N. America Sub-Total,Mexico,2018,CVs,2517109 
Europe Total,EU Sub-Total,Austria,2018,CVs,20400 
Europe Total,EU Sub-Total,Belgium,2018,CVs,42535 
Europe Total,EU Sub-Total,Finland,2018,CVs,-
Europe Total,EU Sub-Total,France,2018,CVs,565750 
Europe Total,EU Sub-Total,Germany,2018,CVs,515780 
Europe Total,EU Sub-Total,Italy,2018,CVs,388891 
Europe Total,EU Sub-Total,Netherlands,2018,CVs,89150 
Europe Total,EU Sub-Total,Portugal,2018,CVs,60215 
Europe Total,EU Sub-Total,Spain,2018,CVs,580431 
Europe Total,EU Sub-Total,Sweden,2018,CVs,50200 
Europe Total,EU Sub-Total,U.K.,2018,CVs,129857 
Europe Total,EU Sub-Total,Czech Rep.,2018,CVs,5488 
Europe Total,EU Sub-Total,Hungary,2018,CVs,3800 
Europe Total,EU Sub-Total,Poland,2018,CVs,208053 
Europe Total,EU Sub-Total,Romania,2018,CVs,-
Europe Total,EU Sub-Total,Slovak Rep.,2018,CVs,-
Europe Total,EU Sub-Total,Slovenia,2018,CVs,73408 
Europe Total,Other Europe Sub-Total,Russia,2018,CVs,204102 
Europe Total,Other Europe Sub-Total,Serbia,2018,CVs,146 
Europe Total,Other Europe Sub-Total,Ukraine,2018,CVs,963 
Europe Total,Other Europe Sub-Total,Uzbekistan,2018,CVs,42000 
Europe Total,Other Europe Sub-Total,Others,2018,CVs,12450 
Asia Total,Asia & Pacific Sub-Total,China,2018,CVs,4279773 
Asia Total,Asia & Pacific Sub-Total,India,2018,CVs,1110221 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2018,CVs,287940 
Asia Total,Asia & Pacific Sub-Total,Japan,2018,CVs,1370308 
Asia Total,Asia & Pacific Sub-Total,Korea,2018,CVs,367104 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2018,CVs,42579 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2018,CVs,46828 
Asia Total,Asia & Pacific Sub-Total,Philippines,2018,CVs,39263 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2018,CVs,63189 
Asia Total,Asia & Pacific Sub-Total,Thailand,2018,CVs,1290679 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2018,CVs,78946 
Asia Total,Asia & Pacific Sub-Total,Australia,2018,CVs,-
America Total,South America Sub-Total,Argentina,2018,CVs,282376 
America Total,South America Sub-Total,Brazil,2018,CVs,506567 
America Total,South America Sub-Total,Colombia,2018,CVs,-
America Total,South America Sub-Total,Ecuador,2018,CVs,10000 
America Total,South America Sub-Total,Venezuela,2018,CVs,-
Asia Total,Middle East Sub-Total,Egypt,2018,CVs,35622 
Asia Total,Middle East Sub-Total,Iran,2018,CVs,64137 
Asia Total,Middle East Sub-Total,Turkey,2018,CVs,523689 
Africa Total,Africa Sub-Total,Morocco,2018,CVs,35312 
Africa Total,Africa Sub-Total,S. Africa Rep.,2018,CVs,284766 
World Total,World Total,World Total,2018,CVs,26112672 
America Total,N. America Sub-Total,Canada,2019,Cars,461370 
America Total,N. America Sub-Total,U.S.A.,2019,Cars,2511711 
America Total,N. America Sub-Total,Mexico,2019,Cars,1381919 
Europe Total,EU Sub-Total,Austria,2019,Cars,158400 
Europe Total,EU Sub-Total,Belgium,2019,Cars,247020 
Europe Total,EU Sub-Total,Finland,2019,Cars,114785 
Europe Total,EU Sub-Total,France,2019,Cars,1642001 
Europe Total,EU Sub-Total,Germany,2019,Cars,4663749 
Europe Total,EU Sub-Total,Italy,2019,Cars,542007 
Europe Total,EU Sub-Total,Netherlands,2019,Cars,176100 
Europe Total,EU Sub-Total,Portugal,2019,Cars,282142 
Europe Total,EU Sub-Total,Spain,2019,Cars,2219767 
Europe Total,EU Sub-Total,Sweden,2019,Cars,279000 
Europe Total,EU Sub-Total,U.K.,2019,Cars,1259864 
Europe Total,EU Sub-Total,Czech Rep.,2019,Cars,1427563 
Europe Total,EU Sub-Total,Hungary,2019,Cars,529718 
Europe Total,EU Sub-Total,Poland,2019,Cars,434700 
Europe Total,EU Sub-Total,Romania,2019,Cars,490412 
Europe Total,EU Sub-Total,Slovak Rep.,2019,Cars,1126902 
Europe Total,EU Sub-Total,Slovenia,2019,Cars,199116 
Europe Total,Other Europe Sub-Total,Russia,2019,Cars,1518978 
Europe Total,Other Europe Sub-Total,Serbia,2019,Cars,34985 
Europe Total,Other Europe Sub-Total,Ukraine,2019,Cars,6254 
Europe Total,Other Europe Sub-Total,Uzbekistan,2019,Cars,212001 
Europe Total,Other Europe Sub-Total,Others,2019,Cars,66857 
Asia Total,Asia & Pacific Sub-Total,China,2019,Cars,21389833 
Asia Total,Asia & Pacific Sub-Total,India,2019,Cars,3629008 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2019,Cars,1045666 
Asia Total,Asia & Pacific Sub-Total,Japan,2019,Cars,8328756 
Asia Total,Asia & Pacific Sub-Total,Korea,2019,Cars,3612587 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2019,Cars,534115 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2019,Cars,156623 
Asia Total,Asia & Pacific Sub-Total,Philippines,2019,Cars,57238 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2019,Cars,189549 
Asia Total,Asia & Pacific Sub-Total,Thailand,2019,Cars,796304 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2019,Cars,215242 
Asia Total,Asia & Pacific Sub-Total,Australia,2019,Cars,-
America Total,South America Sub-Total,Argentina,2019,Cars,108364 
America Total,South America Sub-Total,Brazil,2019,Cars,2448600 
America Total,South America Sub-Total,Colombia,2019,Cars,104384 
America Total,South America Sub-Total,Ecuador,2019,Cars,12493 
America Total,South America Sub-Total,Venezuela,2019,Cars,-
Asia Total,Middle East Sub-Total,Egypt,2019,Cars,43912 
Asia Total,Middle East Sub-Total,Iran,2019,Cars,868263 
Asia Total,Middle East Sub-Total,Turkey,2019,Cars,982642 
Africa Total,Africa Sub-Total,Morocco,2019,Cars,368543 
Africa Total,Africa Sub-Total,S. Africa Rep.,2019,Cars,348665 
World Total,World Total,World Total,2019,Cars,67228108 
America Total,N. America Sub-Total,Canada,2019,CVs,1455215 
America Total,N. America Sub-Total,U.S.A.,2019,CVs,8381173 
America Total,N. America Sub-Total,Mexico,2019,CVs,2610564 
Europe Total,EU Sub-Total,Austria,2019,CVs,21000 
Europe Total,EU Sub-Total,Belgium,2019,CVs,38777 
Europe Total,EU Sub-Total,Finland,2019,CVs,-
Europe Total,EU Sub-Total,France,2019,CVs,576600 
Europe Total,EU Sub-Total,Germany,2019,CVs,488367 
Europe Total,EU Sub-Total,Italy,2019,CVs,372819 
Europe Total,EU Sub-Total,Netherlands,2019,CVs,88900 
Europe Total,EU Sub-Total,Portugal,2019,CVs,63546 
Europe Total,EU Sub-Total,Spain,2019,CVs,602593 
Europe Total,EU Sub-Total,Sweden,2019,CVs,50300 
Europe Total,EU Sub-Total,U.K.,2019,CVs,121541 
Europe Total,EU Sub-Total,Czech Rep.,2019,CVs,6398 
Europe Total,EU Sub-Total,Hungary,2019,CVs,4000 
Europe Total,EU Sub-Total,Poland,2019,CVs,215164 
Europe Total,EU Sub-Total,Romania,2019,CVs,-
Europe Total,EU Sub-Total,Slovak Rep.,2019,CVs,-
Europe Total,EU Sub-Total,Slovenia,2019,CVs,-
Europe Total,Other Europe Sub-Total,Russia,2019,CVs,196190 
Europe Total,Other Europe Sub-Total,Serbia,2019,CVs,135 
Europe Total,Other Europe Sub-Total,Ukraine,2019,CVs,1012 
Europe Total,Other Europe Sub-Total,Uzbekistan,2019,CVs,59112 
Europe Total,Other Europe Sub-Total,Others,2019,CVs,15791 
Asia Total,Asia & Pacific Sub-Total,China,2019,CVs,4360472 
Asia Total,Asia & Pacific Sub-Total,India,2019,CVs,895358 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2019,CVs,241182 
Asia Total,Asia & Pacific Sub-Total,Japan,2019,CVs,1355538 
Asia Total,Asia & Pacific Sub-Total,Korea,2019,CVs,338027 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2019,CVs,37517 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2019,CVs,30128 
Asia Total,Asia & Pacific Sub-Total,Philippines,2019,CVs,37856 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2019,CVs,61755 
Asia Total,Asia & Pacific Sub-Total,Thailand,2019,CVs,1217406 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2019,CVs,73176 
Asia Total,Asia & Pacific Sub-Total,Australia,2019,CVs,-
America Total,South America Sub-Total,Argentina,2019,CVs,229623 
America Total,South America Sub-Total,Brazil,2019,CVs,502846 
America Total,South America Sub-Total,Colombia,2019,CVs,-
America Total,South America Sub-Total,Ecuador,2019,CVs,11211 
America Total,South America Sub-Total,Venezuela,2019,CVs,-
Asia Total,Middle East Sub-Total,Egypt,2019,CVs,36735 
Asia Total,Middle East Sub-Total,Iran,2019,CVs,20000 
Asia Total,Middle East Sub-Total,Turkey,2019,CVs,478602 
Africa Total,Africa Sub-Total,Morocco,2019,CVs,34675 
Africa Total,Africa Sub-Total,S. Africa Rep.,2019,CVs,278352 
World Total,World Total,World Total,2019,CVs,25609656 
America Total,N. America Sub-Total,Canada,2020,Cars,327681 
America Total,N. America Sub-Total,U.S.A.,2020,Cars,1924398 
America Total,N. America Sub-Total,Mexico,2020,Cars,951329 
Europe Total,EU Sub-Total,Austria,2020,Cars,109500 
Europe Total,EU Sub-Total,Belgium,2020,Cars,237057 
Europe Total,EU Sub-Total,Finland,2020,Cars,86270 
Europe Total,EU Sub-Total,France,2020,Cars,919729 
Europe Total,EU Sub-Total,Germany,2020,Cars,3515488 
Europe Total,EU Sub-Total,Italy,2020,Cars,451826 
Europe Total,EU Sub-Total,Netherlands,2020,Cars,127000 
Europe Total,EU Sub-Total,Portugal,2020,Cars,211281 
Europe Total,EU Sub-Total,Spain,2020,Cars,1792483 
Europe Total,EU Sub-Total,Sweden,2020,Cars,249000 
Europe Total,EU Sub-Total,U.K.,2020,Cars,889989 
Europe Total,EU Sub-Total,Czech Rep.,2020,Cars,1152901 
Europe Total,EU Sub-Total,Hungary,2020,Cars,445500 
Europe Total,EU Sub-Total,Poland,2020,Cars,278900 
Europe Total,EU Sub-Total,Romania,2020,Cars,438107 
Europe Total,EU Sub-Total,Slovak Rep.,2020,Cars,985598 
Europe Total,EU Sub-Total,Slovenia,2020,Cars,141715 
Europe Total,Other Europe Sub-Total,Russia,2020,Cars,1256818 
Europe Total,Other Europe Sub-Total,Serbia,2020,Cars,23272 
Europe Total,Other Europe Sub-Total,Ukraine,2020,Cars,4202 
Europe Total,Other Europe Sub-Total,Uzbekistan,2020,Cars,219365 
Europe Total,Other Europe Sub-Total,Others,2020,Cars,86085 
Asia Total,Asia & Pacific Sub-Total,China,2020,Cars,19994081 
Asia Total,Asia & Pacific Sub-Total,India,2020,Cars,2850317 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2020,Cars,551400 
Asia Total,Asia & Pacific Sub-Total,Japan,2020,Cars,6960411 
Asia Total,Asia & Pacific Sub-Total,Korea,2020,Cars,3211706 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2020,Cars,457755 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2020,Cars,95504 
Asia Total,Asia & Pacific Sub-Total,Philippines,2020,Cars,37141 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2020,Cars,180967 
Asia Total,Asia & Pacific Sub-Total,Thailand,2020,Cars,537633 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2020,Cars,232325 
Asia Total,Asia & Pacific Sub-Total,Australia,2020,Cars,-
America Total,South America Sub-Total,Argentina,2020,Cars,93001 
America Total,South America Sub-Total,Brazil,2020,Cars,1608880 
America Total,South America Sub-Total,Colombia,2020,Cars,62771 
America Total,South America Sub-Total,Ecuador,2020,Cars,4298 
America Total,South America Sub-Total,Venezuela,2020,Cars,-
Asia Total,Middle East Sub-Total,Egypt,2020,Cars,-
Asia Total,Middle East Sub-Total,Iran,2020,Cars,910714 
Asia Total,Middle East Sub-Total,Turkey,2020,Cars,855043 
Africa Total,Africa Sub-Total,Morocco,2020,Cars,221299 
Africa Total,Africa Sub-Total,S. Africa Rep.,2020,Cars,238216 
World Total,World Total,World Total,2020,Cars,55928956 
America Total,N. America Sub-Total,Canada,2020,CVs,1048446 
America Total,N. America Sub-Total,U.S.A.,2020,CVs,6896628 
America Total,N. America Sub-Total,Mexico,2020,CVs,2207519 
Europe Total,EU Sub-Total,Austria,2020,CVs,15500 
Europe Total,EU Sub-Total,Belgium,2020,CVs,30170 
Europe Total,EU Sub-Total,Finland,2020,CVs,-
Europe Total,EU Sub-Total,France,2020,CVs,451600 
Europe Total,EU Sub-Total,Germany,2020,CVs,390835 
Europe Total,EU Sub-Total,Italy,2020,CVs,325339 
Europe Total,EU Sub-Total,Netherlands,2020,CVs,62500 
Europe Total,EU Sub-Total,Portugal,2020,CVs,52955 
Europe Total,EU Sub-Total,Spain,2020,CVs,475702 
Europe Total,EU Sub-Total,Sweden,2020,CVs,36000 
Europe Total,EU Sub-Total,U.K.,2020,CVs,97055 
Europe Total,EU Sub-Total,Czech Rep.,2020,CVs,6250 
Europe Total,EU Sub-Total,Hungary,2020,CVs,3400 
Europe Total,EU Sub-Total,Poland,2020,CVs,172482 
Europe Total,EU Sub-Total,Romania,2020,CVs,-
Europe Total,EU Sub-Total,Slovak Rep.,2020,CVs,-
Europe Total,EU Sub-Total,Slovenia,2020,CVs,-
Europe Total,Other Europe Sub-Total,Russia,2020,CVs,174818 
Europe Total,Other Europe Sub-Total,Serbia,2020,CVs,103 
Europe Total,Other Europe Sub-Total,Ukraine,2020,CVs,750 
Europe Total,Other Europe Sub-Total,Uzbekistan,2020,CVs,60715 
Europe Total,Other Europe Sub-Total,Others,2020,CVs,20441 
Asia Total,Asia & Pacific Sub-Total,China,2020,CVs,5250467 
Asia Total,Asia & Pacific Sub-Total,India,2020,CVs,543178 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2020,CVs,138750 
Asia Total,Asia & Pacific Sub-Total,Japan,2020,CVs,1107532 
Asia Total,Asia & Pacific Sub-Total,Korea,2020,CVs,295068 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2020,CVs,27431 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2020,CVs,21871 
Asia Total,Asia & Pacific Sub-Total,Philippines,2020,CVs,30156 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2020,CVs,64648 
Asia Total,Asia & Pacific Sub-Total,Thailand,2020,CVs,889441 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2020,CVs,65632 
Asia Total,Asia & Pacific Sub-Total,Australia,2020,CVs,-
America Total,South America Sub-Total,Argentina,2020,CVs,179186 
America Total,South America Sub-Total,Brazil,2020,CVs,411199 
America Total,South America Sub-Total,Colombia,2020,CVs,-
America Total,South America Sub-Total,Ecuador,2020,CVs,6468 
America Total,South America Sub-Total,Venezuela,2020,CVs,-
Asia Total,Middle East Sub-Total,Egypt,2020,CVs,-
Asia Total,Middle East Sub-Total,Iran,2020,CVs,30000 
Asia Total,Middle East Sub-Total,Turkey,2020,CVs,442811 
Africa Total,Africa Sub-Total,Morocco,2020,CVs,27131 
Africa Total,Africa Sub-Total,S. Africa Rep.,2020,CVs,204609 
World Total,World Total,World Total,2020,CVs,22264786 
America Total,N. America Sub-Total,Canada,2016,Cars,803230 
America Total,N. America Sub-Total,U.S.A.,2016,Cars,3916584 
America Total,N. America Sub-Total,Mexico,2016,Cars,1993178 
Europe Total,EU Sub-Total,Austria,2016,Cars,75049 
Europe Total,EU Sub-Total,Belgium,2016,Cars,353778 
Europe Total,EU Sub-Total,Finland,2016,Cars,47968 
Europe Total,EU Sub-Total,France,2016,Cars,1626000 
Europe Total,EU Sub-Total,Germany,2016,Cars,5746808 
Europe Total,EU Sub-Total,Italy,2016,Cars,712971 
Europe Total,EU Sub-Total,Netherlands,2016,Cars,87500 
Europe Total,EU Sub-Total,Portugal,2016,Cars,99200 
Europe Total,EU Sub-Total,Spain,2016,Cars,2354117 
Europe Total,EU Sub-Total,Sweden,2016,Cars,205374 
Europe Total,EU Sub-Total,U.K.,2016,Cars,1670288 
Europe Total,EU Sub-Total,Czech Rep.,2016,Cars,1344182 
Europe Total,EU Sub-Total,Hungary,2016,Cars,524705 
Europe Total,EU Sub-Total,Poland,2016,Cars,554148 
Europe Total,EU Sub-Total,Romania,2016,Cars,358861 
Europe Total,EU Sub-Total,Slovak Rep.,2016,Cars,1039950 
Europe Total,EU Sub-Total,Slovenia,2016,Cars,133559 
Europe Total,Other Europe Sub-Total,Russia,2016,Cars,1124774 
Europe Total,Other Europe Sub-Total,Serbia,2016,Cars,84040 
Europe Total,Other Europe Sub-Total,Ukraine,2016,Cars,4340 
Europe Total,Other Europe Sub-Total,Uzbekistan,2016,Cars,68857 
Europe Total,Other Europe Sub-Total,Others,2016,Cars,18487 
Asia Total,Asia & Pacific Sub-Total,China,2016,Cars,13128769 
Asia Total,Asia & Pacific Sub-Total,India,2016,Cars,3677605 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2016,Cars,1108370 
Asia Total,Asia & Pacific Sub-Total,Japan,2016,Cars,7873886 
Asia Total,Asia & Pacific Sub-Total,Korea,2016,Cars,3859991 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2016,Cars,503691 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2016,Cars,178718 
Asia Total,Asia & Pacific Sub-Total,Philippines,2016,Cars,45853 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2016,Cars,251096 
Asia Total,Asia & Pacific Sub-Total,Thailand,2016,Cars,805033 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2016,Cars,110434 
Asia Total,Asia & Pacific Sub-Total,Australia,2016,Cars,142666 
America Total,South America Sub-Total,Argentina,2016,Cars,241315 
America Total,South America Sub-Total,Brazil,2016,Cars,1781370 
America Total,South America Sub-Total,Colombia,2016,Cars,77946 
America Total,South America Sub-Total,Ecuador,2016,Cars,13897 
America Total,South America Sub-Total,Venezuela,2016,Cars,455 
Asia Total,Middle East Sub-Total,Egypt,2016,Cars,59319 
Asia Total,Middle East Sub-Total,Iran,2016,Cars,1074000 
Asia Total,Middle East Sub-Total,Turkey,2016,Cars,950888 
Africa Total,Africa Sub-Total,Morocco,2016,Cars,313868 
Africa Total,Africa Sub-Total,S. Africa Rep.,2016,Cars,335539 
World Total,World Total,World Total,2016,Cars,61482657 
America Total,N. America Sub-Total,Canada,2016,CVs,1567426 
America Total,N. America Sub-Total,U.S.A.,2016,CVs,8263717 
America Total,N. America Sub-Total,Mexico,2016,CVs,1607187 
Europe Total,EU Sub-Total,Austria,2016,CVs,17400 
Europe Total,EU Sub-Total,Belgium,2016,CVs,45450 
Europe Total,EU Sub-Total,Finland,2016,CVs,-
Europe Total,EU Sub-Total,France,2016,CVs,506530 
Europe Total,EU Sub-Total,Germany,2016,CVs,464154 
Europe Total,EU Sub-Total,Italy,2016,CVs,390334 
Europe Total,EU Sub-Total,Netherlands,2016,CVs,77880 
Europe Total,EU Sub-Total,Portugal,2016,CVs,43896 
Europe Total,EU Sub-Total,Spain,2016,CVs,531805 
Europe Total,EU Sub-Total,Sweden,2016,CVs,48200 
Europe Total,EU Sub-Total,U.K.,2016,CVs,146334 
Europe Total,EU Sub-Total,Czech Rep.,2016,CVs,5714 
Europe Total,EU Sub-Total,Hungary,2016,CVs,-
Europe Total,EU Sub-Total,Poland,2016,CVs,122194 
Europe Total,EU Sub-Total,Romania,2016,CVs,445 
Europe Total,EU Sub-Total,Slovak Rep.,2016,CVs,-
Europe Total,EU Sub-Total,Slovenia,2016,CVs,-
Europe Total,Other Europe Sub-Total,Russia,2016,CVs,179215 
Europe Total,Other Europe Sub-Total,Serbia,2016,CVs,960 
Europe Total,Other Europe Sub-Total,Ukraine,2016,CVs,1158 
Europe Total,Other Europe Sub-Total,Uzbekistan,2016,CVs,19295 
Europe Total,Other Europe Sub-Total,Others,2016,CVs,9681 
Asia Total,Asia & Pacific Sub-Total,China,2016,CVs,14990025 
Asia Total,Asia & Pacific Sub-Total,India,2016,CVs,811360 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2016,CVs,69019 
Asia Total,Asia & Pacific Sub-Total,Japan,2016,CVs,1330816 
Asia Total,Asia & Pacific Sub-Total,Korea,2016,CVs,368518 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2016,CVs,41562 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2016,CVs,35932 
Asia Total,Asia & Pacific Sub-Total,Philippines,2016,CVs,71015 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2016,CVs,58435 
Asia Total,Asia & Pacific Sub-Total,Thailand,2016,CVs,1139384 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2016,CVs,161399 
Asia Total,Asia & Pacific Sub-Total,Australia,2016,CVs,13000 
America Total,South America Sub-Total,Argentina,2016,CVs,251261 
America Total,South America Sub-Total,Brazil,2016,CVs,393914 
America Total,South America Sub-Total,Colombia,2016,CVs,1090 
America Total,South America Sub-Total,Ecuador,2016,CVs,12889 
America Total,South America Sub-Total,Venezuela,2016,CVs,2394 
Asia Total,Middle East Sub-Total,Egypt,2016,CVs,41479 
Asia Total,Middle East Sub-Total,Iran,2016,CVs,90710 
Asia Total,Middle East Sub-Total,Turkey,2016,CVs,535039 
Africa Total,Africa Sub-Total,Morocco,2016,CVs,31238 
Africa Total,Africa Sub-Total,S. Africa Rep.,2016,CVs,263465 
World Total,World Total,World Total,2016,CVs,34762919 
America Total,N. America Sub-Total,Canada,2017,Cars,751048 
America Total,N. America Sub-Total,U.S.A.,2017,Cars,3033216 
America Total,N. America Sub-Total,Mexico,2017,Cars,1900102 
Europe Total,EU Sub-Total,Austria,2017,Cars,81116 
Europe Total,EU Sub-Total,Belgium,2017,Cars,335200 
Europe Total,EU Sub-Total,Finland,2017,Cars,91598 
Europe Total,EU Sub-Total,France,2017,Cars,1748000 
Europe Total,EU Sub-Total,Germany,2017,Cars,5645584 
Europe Total,EU Sub-Total,Italy,2017,Cars,742642 
Europe Total,EU Sub-Total,Netherlands,2017,Cars,169100 
Europe Total,EU Sub-Total,Portugal,2017,Cars,126426 
Europe Total,EU Sub-Total,Spain,2017,Cars,2249773 
Europe Total,EU Sub-Total,Sweden,2017,Cars,226000 
Europe Total,EU Sub-Total,U.K.,2017,Cars,1625990 
Europe Total,EU Sub-Total,Czech Rep.,2017,Cars,1413881 
Europe Total,EU Sub-Total,Hungary,2017,Cars,518324 
Europe Total,EU Sub-Total,Poland,2017,Cars,514702 
Europe Total,EU Sub-Total,Romania,2017,Cars,354776 
Europe Total,EU Sub-Total,Slovak Rep.,2017,Cars,974231 
Europe Total,EU Sub-Total,Slovenia,2017,Cars,189850 
Europe Total,Other Europe Sub-Total,Russia,2017,Cars,1348029 
Europe Total,Other Europe Sub-Total,Serbia,2017,Cars,74450 
Europe Total,Other Europe Sub-Total,Ukraine,2017,Cars,7296 
Europe Total,Other Europe Sub-Total,Uzbekistan,2017,Cars,112975 
Europe Total,Other Europe Sub-Total,Others,2017,Cars,20369 
Asia Total,Asia & Pacific Sub-Total,China,2017,Cars,24806687 
Asia Total,Asia & Pacific Sub-Total,India,2017,Cars,3949338 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2017,Cars,982356 
Asia Total,Asia & Pacific Sub-Total,Japan,2017,Cars,8347836 
Asia Total,Asia & Pacific Sub-Total,Korea,2017,Cars,3735399 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2017,Cars,459558 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2017,Cars,183886 
Asia Total,Asia & Pacific Sub-Total,Philippines,2017,Cars,55525 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2017,Cars,177318 
Asia Total,Asia & Pacific Sub-Total,Thailand,2017,Cars,818440 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2017,Cars,146994 
Asia Total,Asia & Pacific Sub-Total,Australia,2017,Cars,88167 
America Total,South America Sub-Total,Argentina,2017,Cars,203700 
America Total,South America Sub-Total,Brazil,2017,Cars,2269468 
America Total,South America Sub-Total,Colombia,2017,Cars,73904 
America Total,South America Sub-Total,Ecuador,2017,Cars,19459 
America Total,South America Sub-Total,Venezuela,2017,Cars,405 
Asia Total,Middle East Sub-Total,Egypt,2017,Cars,46436 
